,Year,Statistic,Name,Team,Value
1092,1986,Home Runs,Jesse Barfield,Toronto,40
1093,1986,On Base Percentage,Wade Boggs,Boston,.455
1094,1986,RBI,Joe Carter,Cleveland,121
1095,1986,Runs,Rickey Henderson,New York,130
1096,1986,Slugging Average,Don Mattingly,New York,.573
1097,1986,Stolen Bases,Rickey Henderson,New York,87
1098,1986,Total Bases,Don Mattingly,New York,388
1099,1987,Base on Balls,Dwight Evans,Boston,106
1100,1987,Batting Average,Wade Boggs,Boston,.363
1101,1987,Doubles,Paul Molitor,Milwaukee,41
1102,1987,Hits,Kirby Puckett,Minnesota,207
1103,1987,Hits,Kevin Seitzer,Kansas City,207
1104,1987,Home Runs,Mark McGwire,Oakland,49
1105,1987,On Base Percentage,Wade Boggs,Boston,.467
1106,1987,RBI,George Bell,Toronto,134
1107,1987,Runs,Paul Molitor,Milwaukee,114
1108,1987,Slugging Average,Mark McGwire,Oakland,.618
1109,1987,Stolen Bases,Harold Reynolds,Seattle,67
1110,1987,Total Bases,George Bell,Toronto,369
1111,1988,Base on Balls,Wade Boggs,Boston,125
1112,1988,Batting Average,Wade Boggs,Boston,.366
1113,1988,Doubles,Wade Boggs,Boston,45
1114,1988,Hits,Kirby Puckett,Minnesota,234
1115,1988,Home Runs,Jose Canseco,Oakland,42
1116,1988,On Base Percentage,Wade Boggs,Boston,.480
1117,1988,RBI,Jose Canseco,Oakland,124
1118,1988,Runs,Wade Boggs,Boston,128
1119,1988,Slugging Average,Jose Canseco,Oakland,.569
1120,1988,Stolen Bases,Rickey Henderson,New York,93
1121,1988,Total Bases,Kirby Puckett,Minnesota,358
1122,1988,Triples,Harold Reynolds,Seattle,11
1123,1988,Triples,Willie Wilson,Kansas City,11
1124,1989,Base on Balls,Rickey Henderson,New York,126
1125,1989,Base on Balls,Rickey Henderson,Oakland,126
1126,1989,Batting Average,Kirby Puckett,Minnesota,.339
1127,1989,Doubles,Wade Boggs,Boston,51
1128,1989,Hits,Kirby Puckett,Minnesota,215
1129,1989,Home Runs,Fred McGriff,Toronto,36
1130,1989,On Base Percentage,Wade Boggs,Boston,.434
1131,1989,RBI,Ruben Sierra,Texas,119
1132,1989,Runs,Wade Boggs,Boston,113
1133,1989,Runs,Rickey Henderson,New York,113
1134,1989,Runs,Rickey Henderson,Oakland,113
1135,1989,Slugging Average,Ruben Sierra,Texas,.543
1136,1989,Stolen Bases,Rickey Henderson,New York,77
1137,1989,Stolen Bases,Rickey Henderson,Oakland,77
1138,1989,Total Bases,Ruben Sierra,Texas,344
1139,1990,Base on Balls,Mark McGwire,Oakland,110
1140,1990,Batting Average,George Brett,Kansas City,.329
1141,1990,Doubles,George Brett,Kansas City,45
1142,1990,Doubles,Jody Reed,Boston,45
1143,1990,Hits,Rafael Palmeiro,Texas,191
1144,1990,Home Runs,Cecil Fielder,Detroit,51
1145,1990,On Base Percentage,Rickey Henderson,Oakland,.441
1146,1990,RBI,Cecil Fielder,Detroit,132
1147,1990,Runs,Rickey Henderson,Oakland,119
1148,1990,Slugging Average,Cecil Fielder,Detroit,.592
1149,1990,Stolen Bases,Rickey Henderson,Oakland,65
1150,1990,Total Bases,Cecil Fielder,Detroit,339
1151,1991,Base on Balls,Frank Thomas,Chicago,138
1152,1991,Batting Average,Julio Franco,Texas,.341
1153,1991,Doubles,Rafael Palmeiro,Texas,49
1154,1991,Hits,Paul Molitor,Milwaukee,216
1155,1991,Home Runs,Jose Canseco,Oakland,44
1156,1991,Home Runs,Cecil Fielder,Detroit,44
1157,1991,On Base Percentage,Frank Thomas,Chicago,.454
1158,1991,RBI,Cecil Fielder,Detroit,133
1159,1991,Runs,Paul Molitor,Milwaukee,133
1160,1991,Slugging Average,Danny Tartabull,Kansas City,.593
1161,1991,Stolen Bases,Rickey Henderson,Oakland,58
1162,1991,Total Bases,"Cal Ripken, Jr.",Baltimore,368
1163,1991,Triples,Lance Johnson,Chicago,12
1164,1992,Base on Balls,Mickey Tettleton,Detroit,122
1165,1992,Base on Balls,Frank Thomas,Chicago,122
1166,1992,Batting Average,Edgar Martinez,Seattle,.343
1167,1992,Doubles,Edgar Martinez,Seattle,46
1168,1992,Doubles,Frank Thomas,Chicago,46
1169,1992,Hits,Kirby Puckett,Minnesota,210
1170,1992,Home Runs,Juan Gonzalez,Texas,43
1171,1992,On Base Percentage,Frank Thomas,Chicago,.446
1172,1992,RBI,Cecil Fielder,Detroit,124
1173,1992,Runs,Tony Phillips,Detroit,114
1174,1992,Slugging Average,Mark McGwire,Oakland,.585
1175,1992,Stolen Bases,Kenny Lofton,Cleveland,66
1176,1992,Total Bases,Kirby Puckett,Minnesota,313
1177,1993,Base on Balls,Tony Phillips,Detroit,132
1178,1993,Batting Average,John Olerud,Toronto,.363
1179,1993,Doubles,John Olerud,Toronto,54
1180,1993,Hits,Paul Molitor,Toronto,211
1181,1993,Home Runs,Juan Gonzalez,Texas,46
1182,1993,On Base Percentage,John Olerud,Toronto,.478
1183,1993,RBI,Albert Belle,Cleveland,129
1184,1993,Runs,Rafael Palmeiro,Texas,124
1185,1993,Slugging Average,Juan Gonzalez,Texas,.632
1186,1993,Stolen Bases,Kenny Lofton,Cleveland,70
1187,1993,Total Bases,"Ken Griffey, Jr.",Seattle,359
1188,1994,Base on Balls,Frank Thomas,Chicago,109
1189,1994,Batting Average,Paul O'Neill,New York,.359
1190,1994,Doubles,Chuck Knoblauch,Minnesota,45
1191,1994,Hits,Kenny Lofton,Cleveland,160
1192,1994,Home Runs,"Ken Griffey, Jr.",Seattle,40
1193,1994,On Base Percentage,Frank Thomas,Chicago,.494
1194,1994,RBI,Kirby Puckett,Minnesota,112
1195,1994,Runs,Frank Thomas,Chicago,106
1196,1994,Slugging Average,Frank Thomas,Chicago,.729
1197,1994,Stolen Bases,Kenny Lofton,Cleveland,60
1198,1994,Total Bases,Albert Belle,Cleveland,294
1199,1995,Base on Balls,Frank Thomas,Chicago,136
1200,1995,Batting Average,Edgar Martinez,Seattle,.356
1201,1995,Doubles,Albert Belle,Cleveland,52
1202,1995,Doubles,Edgar Martinez,Seattle,52
1203,1995,Hits,Lance Johnson,Chicago,186
1204,1995,Home Runs,Albert Belle,Cleveland,50
1205,1995,On Base Percentage,Edgar Martinez,Seattle,.482
1206,1995,RBI,Albert Belle,Cleveland,126
1207,1995,RBI,Mo Vaughn,Boston,126
1208,1995,Runs,Albert Belle,Cleveland,121
1209,1995,Runs,Edgar Martinez,Seattle,121
1210,1995,Slugging Average,Albert Belle,Cleveland,.690
1211,1995,Stolen Bases,Kenny Lofton,Cleveland,54
1212,1995,Total Bases,Albert Belle,Cleveland,377
1213,1996,Base on Balls,Tony Phillips,Chicago,125
1214,1996,Batting Average,Alex Rodriguez,Seattle,.358
1215,1996,Doubles,Alex Rodriguez,Seattle,54
1216,1996,Hits,Paul Molitor,Minnesota,225
1217,1996,Home Runs,Mark McGwire,Oakland,52
1218,1996,On Base Percentage,Mark McGwire,Oakland,.468
1219,1996,RBI,Albert Belle,Cleveland,148
1220,1996,Runs,Alex Rodriguez,Seattle,141
1221,1996,Slugging Average,Mark McGwire,Oakland,.730
1222,1996,Stolen Bases,Kenny Lofton,Cleveland,75
1223,1996,Total Bases,Alex Rodriguez,Seattle,379
1224,1997,Base on Balls,Jim Thome,Cleveland,120
1225,1997,Batting Average,Frank Thomas,Chicago,.347
1226,1997,Doubles,John Valentin,Boston,47
1227,1997,Hits,Nomar Garciaparra,Boston,209
1228,1997,Home Runs,"Ken Griffey, Jr.",Seattle,56
1229,1997,On Base Percentage,Frank Thomas,Chicago,.461
1230,1997,RBI,"Ken Griffey, Jr.",Seattle,147
1231,1997,Runs,"Ken Griffey, Jr.",Seattle,125
1232,1997,Slugging Average,"Ken Griffey, Jr.",Seattle,.646
1233,1997,Stolen Bases,Brian Hunter,Detroit,74
1234,1997,Total Bases,"Ken Griffey, Jr.",Seattle,393
1235,1998,Base on Balls,Rickey Henderson,Oakland,118
1236,1998,Batting Average,Bernie Williams,New York,.339
1237,1998,Doubles,Juan Gonzalez,Texas,50
1238,1998,Hits,Alex Rodriguez,Seattle,213
1239,1998,Home Runs,"Ken Griffey, Jr.",Seattle,56
1240,1998,On Base Percentage,Edgar Martinez,Seattle,.433
1241,1998,RBI,Juan Gonzalez,Texas,157
1242,1998,Runs,Derek Jeter,New York,127
1243,1998,Slugging Average,Albert Belle,Chicago,.655
1244,1998,Stolen Bases,Rickey Henderson,Oakland,66
1245,1998,Total Bases,Albert Belle,Chicago,399
1246,1999,Base on Balls,Jim Thome,Cleveland,127
1247,1999,Batting Average,Nomar Garciaparra,Boston,.357
1248,1999,Doubles,Shawn Green,Toronto,45
1249,1999,Hits,Derek Jeter,New York,219
1250,1999,Home Runs,"Ken Griffey, Jr.",Seattle,48
1251,1999,On Base Percentage,Edgar Martinez,Seattle,.447
1252,1999,RBI,Manny Ramirez,Cleveland,165
1253,1999,Runs,Roberto Alomar,Cleveland,138
1254,1999,Slugging Average,Manny Ramirez,Cleveland,.663
1255,1999,Stolen Bases,Brian Hunter,Seattle,44
1256,1999,Total Bases,Shawn Green,Toronto,361
1257,2000,Base on Balls,Jason Giambi,Oakland,137
1258,2000,Batting Average,Nomar Garciaparra,Boston,.372
1259,2000,Doubles,Carlos Delgado,Toronto,57
1260,2000,Hits,Darin Erstad,Anaheim,240
1261,2000,Home Runs,Troy Glaus,Anaheim,47
1262,2000,On Base Percentage,Jason Giambi,Oakland,.476
1263,2000,RBI,Edgar Martinez,Seattle,145
1264,2000,Runs,Johnny Damon,Kansas City,136
1265,2000,Slugging Average,Manny Ramirez,Cleveland,.697
1266,2000,Stolen Bases,Johnny Damon,Kansas City,46
1267,2000,Total Bases,Carlos Delgado,Toronto,378
1268,2001,Base on Balls,Jason Giambi,Oakland,129
1269,2001,Batting Average,Ichiro Suzuki,Seattle,.350
1270,2001,Doubles,Jason Giambi,Oakland,47
1271,2001,Hits,Ichiro Suzuki,Seattle,242
1272,2001,Home Runs,Alex Rodriguez,Texas,52
1273,2001,On Base Percentage,Jason Giambi,Oakland,.477
1274,2001,RBI,Bret Boone,Seattle,141
1275,2001,Runs,Alex Rodriguez,Texas,133
1276,2001,Slugging Average,Jason Giambi,Oakland,.660
1277,2001,Stolen Bases,Ichiro Suzuki,Seattle,56
1278,2001,Total Bases,Alex Rodriguez,Texas,393
1279,2002,Base on Balls,Jim Thome,Cleveland,122
1280,2002,Batting Average,Manny Ramirez,Boston,.349
1281,2002,Doubles,Garret Anderson,Anaheim,56
1282,2002,Doubles,Nomar Garciaparra,Boston,56
1283,2002,Hits,Alfonso Soriano,New York,209
1284,2002,Home Runs,Alex Rodriguez,Texas,57
1285,2002,On Base Percentage,Manny Ramirez,Boston,.450
1286,2002,RBI,Alex Rodriguez,Texas,142
1287,2002,Runs,Alfonso Soriano,New York,128
1288,2002,Slugging Average,Jim Thome,Cleveland,.677
1289,2002,Stolen Bases,Alfonso Soriano,New York,41
1290,2002,Total Bases,Alex Rodriguez,Texas,389
1291,2003,Base on Balls,Jason Giambi,New York,129
1292,2003,Batting Average,Bill Mueller,Boston,.326
1293,2003,Doubles,Garret Anderson,Anaheim,49
1294,2003,Doubles,Vernon Wells,Toronto,49
1295,2003,Hits,Vernon Wells,Toronto,215
1296,2003,Home Runs,Alex Rodriguez,Texas,47
1297,2003,On Base Percentage,Manny Ramirez,Boston,.427
1298,2003,RBI,Carlos Delgado,Toronto,145
1299,2003,Runs,Alex Rodriguez,Texas,124
1300,2003,Slugging Average,Alex Rodriguez,Texas,.600
1301,2003,Stolen Bases,Carl Crawford,Tampa Bay,55
1302,2003,Total Bases,Vernon Wells,Toronto,373
1303,2004,Base on Balls,Eric Chavez,Oakland,95
1304,2004,Batting Average,Ichiro Suzuki,Seattle,.372
1305,2004,Doubles,Brian Roberts,Baltimore,50
1306,2004,Hits,Ichiro Suzuki,Seattle,262
1307,2004,Home Runs,Manny Ramirez,Boston,43
1308,2004,On Base Percentage,Melvin Mora,Baltimore,.419
1309,2004,RBI,Miguel Tejada,Baltimore,150
1310,2004,Runs,Vladimir Guerrero,Anaheim,124
1311,2004,Slugging Average,Manny Ramirez,Boston,.613
1312,2004,Stolen Bases,Carl Crawford,Tampa Bay,59
1313,2004,Total Bases,Vladimir Guerrero,Anaheim,366
1314,2005,Base on Balls,Jason Giambi,New York,108
1315,2005,Batting Average,Michael Young,Texas,.331
1316,2005,Doubles,Miguel Tejada,Baltimore,50
1317,2005,Hits,Michael Young,Texas,221
1318,2005,Home Runs,Alex Rodriguez,New York,48
1319,2005,On Base Percentage,Jason Giambi,New York,.440
1320,2005,RBI,David Ortiz,Boston,148
1321,2005,Runs,Alex Rodriguez,New York,124
1322,2005,Slugging Average,Alex Rodriguez,New York,.610
1323,2005,Stolen Bases,Chone Figgins,Los Angeles,62
1324,2005,Total Bases,Mark Teixeira,Texas,370
1325,2006,Base on Balls,David Ortiz,Boston,119
1326,2006,Batting Average,Joe Mauer,Minnesota,.347
1327,2006,Doubles,Grady Sizemore,Cleveland,53
1328,2006,Hits,Ichiro Suzuki,Seattle,224
1329,2006,Home Runs,David Ortiz,Boston,54
1330,2006,On Base Percentage,Manny Ramirez,Boston,.439
1331,2006,RBI,David Ortiz,Boston,137
1332,2006,Runs,Grady Sizemore,Cleveland,134
1333,2006,Slugging Average,Travis Hafner,Cleveland,.659
1334,2006,Stolen Bases,Carl Crawford,Tampa Bay,58
1335,2006,Total Bases,David Ortiz,Boston,355
1336,2006,Triples,Carl Crawford,Tampa Bay,16
1337,2007,Base on Balls,David Ortiz,Boston,111
1338,2007,Batting Average,Magglio Ordonez,Detroit,.363
1339,2007,Doubles,Magglio Ordonez,Detroit,54
1340,2007,Hits,Ichiro Suzuki,Seattle,238
1341,2007,Home Runs,Alex Rodriguez,New York,54
1342,2007,On Base Percentage,David Ortiz,Boston,.445
1343,2007,RBI,Alex Rodriguez,New York,156
1344,2007,Runs,Alex Rodriguez,New York,143
1345,2007,Slugging Average,Alex Rodriguez,New York,.645
1346,2007,Stolen Bases,Carl Crawford,Tampa Bay,50
1347,2007,Stolen Bases,Brian Roberts,Baltimore,50
1348,2007,Total Bases,Alex Rodriguez,New York,376
1349,2007,Triples,Curtis Granderson,Detroit,23
1350,2008,Base on Balls,Jack Cust,Oakland,111
1351,2008,Batting Average,Joe Mauer,Minnesota,.330
1352,2008,Doubles,Dustin Pedroia,Boston,54
1353,2008,Hits,Dustin Pedroia,Boston,213
1354,2008,Hits,Ichiro Suzuki,Seattle,213
1355,2008,Home Runs,Miguel Cabrera,Detroit,37
1356,2008,On Base Percentage,Milton Bradley,Texas,.436
1357,2008,RBI,Josh Hamilton,Texas,130
1358,2008,Runs,Dustin Pedroia,Boston,118
1359,2008,Slugging Average,Alex Rodriguez,New York,.573
1360,2008,Stolen Bases,Jacoby Ellsbury,Boston,50
1361,2008,Total Bases,Josh Hamilton,Texas,331
1362,2008,Triples,Curtis Granderson,Detroit,13
1363,2009,Base on Balls,Chone Figgins,Los Angeles,101
1364,2009,Batting Average,Joe Mauer,Minnesota,.365
1365,2009,Doubles,Brian Roberts,Baltimore,56
1366,2009,Hits,Ichiro Suzuki,Seattle,225
1367,2009,Home Runs,Carlos Pena,Tampa Bay,39
1368,2009,Home Runs,Mark Teixeira,New York,39
1369,2009,On Base Percentage,Joe Mauer,Minnesota,.444
1370,2009,RBI,Mark Teixeira,New York,122
1371,2009,Runs,DustinPedroia,Boston,115
1372,2009,Slugging Average,Joe Mauer,Minnesota,.587
1373,2009,Stolen Bases,Jacoby Ellsbury,Boston,70
1374,2009,Total Bases,Mark Teixeira,New York,344
1375,2009,Triples,Jacoby Ellsbury,Boston,10
1376,2010,Base on Balls,Daric Barton,Oakland,110
1377,2010,Batting Average,Josh Hamilton,Texas,.359
1378,2010,Doubles,Adrian Beltre,Boston,49
1379,2010,Hits,Ichiro Suzuki,Seattle,214
1380,2010,Home Runs,Jose Bautista,Toronto,54
1381,2010,On Base Percentage,Miguel Cabrera,Detroit,.420
1382,2010,RBI,Miguel Cabrera,Detroit,126
1383,2010,Runs,Mark Teixeira,New York,113
1384,2010,Slugging Average,Josh Hamilton,Texas,.633
1385,2010,Stolen Bases,Juan Pierre,Chicago,68
1386,2010,Total Bases,Jose Bautista,Toronto,351
1387,2010,Triples,Carl Crawford,Tampa Bay,13
1388,2011,Base on Balls,Jose Bautista,Toronto,132
1389,2011,Batting Average,Miguel Cabrera,Detroit,.344
1390,2011,Doubles,Miguel Cabrera,Detroit,48
1391,2011,Hits,Adrian Gonzalez,Boston,213
1392,2011,Hits,Michael Young,Texas,213
1393,2011,Home Runs,Jose Bautista,Toronto,43
1394,2011,On Base Percentage,Miguel Cabrera,Detroit,.448
1395,2011,RBI,Curtis Granderson,New York,119
1396,2011,Runs,Curtis Granderson,New York,136
1397,2011,Slugging Average,Jose Bautista,Toronto,.608
1398,2011,Stolen Bases,Coco Crisp,Oakland,49
1399,2011,Stolen Bases,Brett Gardner,New York,49
1400,2011,Total Bases,Jacoby Ellsbury,Boston,364
1401,2011,Triples,Peter Bourjos,Los Angeles,11
1402,2011,Triples,Austin Jackson,Detroit,11
1403,2012,Base on Balls,Adam Dunn,Chicago,105
1404,2012,Batting Average,Miguel Cabrera,Detroit,.330
1405,2012,Doubles,Alex Gordon,Kansas City,51
1406,2012,Hits,Derek Jeter,New York,216
1407,2012,Home Runs,Miguel Cabrera,Detroit,44
1408,2012,On Base Percentage,Joe Mauer,Minnesota,.416
1409,2012,RBI,Miguel Cabrera,Detroit,139
1410,2012,Runs,Mike Trout,Los Angeles,129
1411,2012,Slugging Average,Miguel Cabrera,Detroit,.606
1412,2012,Stolen Bases,Mike Trout,Los Angeles,49
1413,2012,Total Bases,Miguel Cabrera,Detroit,377
1414,2012,Triples,Austin Jackson,Detroit,10
1415,2013,Base on Balls,Mike Trout,Los Angeles,110
1416,2013,Batting Average,Miguel Cabrera,Detroit,.348
1417,2013,Doubles,Manny Machado,Baltimore,51
1418,2013,Hits,Adrian Beltre,Texas,199
1419,2013,Home Runs,Chris Davis,Baltimore,53
1420,2013,On Base Percentage,Miguel Cabrera,Detroit,.442
1421,2013,RBI,Chris Davis,Baltimore,138
1422,2013,Runs,Mike Trout,Los Angeles,109
1423,2013,Slugging Average,Miguel Cabrera,Detroit,.636
1424,2013,Stolen Bases,Jacoby Ellsbury,Boston,52
1425,2013,Total Bases,Chris Davis,Baltimore,370
1426,2014,Base on Balls,Carlos Santana,Cleveland,113
1427,2014,Batting Average,Jose Altuve,Houston,.341
1428,2014,Doubles,Miguel Cabrera,Detroit,52
1429,2014,Hits,Jose Altuve,Houston,225
1430,2014,Home Runs,Nelson Cruz,Baltimore,40
1431,2014,On Base Percentage,Victor Martinez,Detroit,.409
1432,2014,RBI,Mike Trout,Los Angeles,111
1433,2014,Runs,Mike Trout,Los Angeles,115
1434,2014,Slugging Average,Jose Abreu,Chicago,.581
1435,2014,Stolen Bases,Jose Altuve,Chicago,56
1436,2014,Total Bases,Mike Trout,Los Angeles,338
1437,2014,Triples,Michael Bourn,Cleveland,10
1438,2014,Triples,Adam Eaton,Chicago,10
1439,2015,Base on Balls,Jose Bautista,Toronto,110
1440,2015,Batting Average,Miguel Cabrera,Detroit,.338
1441,2015,Doubles,Michael Brantley,Cleveland,45
1442,2015,Hits,Jose Altuve,Houston,200
1443,2015,Home Runs,Chris Davis,Baltimore,47
1444,2015,On Base Percentage,Miguel Cabrera,Detroit,.440
1445,2015,RBI,Josh Donaldson,Toronto,123
1446,2015,Runs,Josh Donaldson,Toronto,122
1447,2015,Slugging Average,Mike Trout,Los Angeles,.590
1448,2015,Stolen Bases,Jose Altuve,Houston,38
1449,2015,Total Bases,Josh Donaldson,Toronto,352
1450,2016,Base on Balls,Mike Trout,Los Angeles,116
1451,2016,Batting Average,Jose Altuve,Houston,.338
1452,2016,Doubles,David Ortiz,Boston,48
1453,2016,Hits,Jose Altuve,Houston,216
1454,2016,Home Runs,Mark Trumbo,Baltimore,47
1455,2016,On Base Percentage,Mike Trout,Los Angeles,.441
1456,2016,RBI,Edwin Encarnacion,Toronto,127
1457,2016,RBI,David Ortiz,Boston,127
1458,2016,Runs,Mike Trout,Los Angeles,123
1459,2016,Slugging Average,David Ortiz,Boston,.620
1460,2016,Stolen Bases,Rajai Davis,Cleveland,43
1461,2016,Total Bases,Mookie Betts,Boston,359
1462,2017,Base on Balls,Aaron Judge,New York Yankees,127
1463,2017,Batting Average,Jose Altuve,Houston Astros,.346
1464,2017,Doubles,Jose Ramirez,Cleveland Indians,56
1465,2017,Hits,Jose Altuve,Houston Astros,204
1466,2017,Home Runs,Aaron Judge,New York Yankees,52
1467,2017,On Base Percentage,Mike Trout,Los Angeles Angels,.442
1468,2017,RBI,Nelson Cruz,Seattle Mariners,119
1469,2017,Runs,Aaron Judge,New York Yankees,128
1470,2017,Slugging Average,Mike Trout,Los Angeles Angels,.629
1471,2017,Stolen Bases,Whit Merrifield,Kansas City Royals,34
1472,2017,Total Bases,Jose Abreu,Chicago White Sox,343
1473,2017,Triples,Nick Castellanos,Detroit Tigers,10
1474,2018,Base on Balls,Mike Trout,Los Angeles Angels,122
1475,2018,Batting Average,Mookie Betts,Boston Red Sox,.346
1476,2018,Doubles,Alex Bregman,Houston Astros,50
1477,2018,Hits,Whit Merrifield,Kansas City Royals,192
1478,2018,Home Runs,Khris Davis,Oakland Athletics,48
1479,2018,On Base Percentage,Mike Trout,Los Angeles Angels,.460
1480,2018,RBI,J.D. Martinez,Boston Red Sox,130
1481,2018,Runs,Mookie Betts,Boston Red Sox,129
1482,2018,Slugging Average,Mookie Betts,Boston Red Sox,.640
1483,2018,Stolen Bases,Whit Merrifield,Kansas City Royals,45
1484,2018,Total Bases,J.D. Martinez,Boston Red Sox,358
1485,2018,Triples,Yolmer Sanchez,Chicago White Sox,10
1486,2018,Triples,Mallex Smith,Tampa Bay Rays,10
1487,2019,Base on Balls,Alex Bregman,Houston Astros,119
1488,2019,Batting Average,Tim Anderson,Chicago White Sox,.335
1489,2019,Doubles,Rafael Devers,Boston Red Sox,54
1490,2019,Hits,Whit Merrifield,Kansas City Royals,206
1491,2019,Home Runs,Jorge Soler,Kansas City Royals,48
1492,2019,On Base Percentage,Mike Trout,Los Angeles Angels,.438
1493,2019,RBI,Jose Abreu,Chicago White Sox,123
1494,2019,Runs,Mookie Betts,Boston Red Sox,135
1495,2019,Slugging Average,Mike Trout,Los Angeles Angels,.645
1496,2019,Stolen Bases,Mallex Smith,Tampa Bay Rays,46
1497,2019,Total Bases,Rafael Devers,Boston Red Sox,359
1498,2019,Triples,Hunter Dozier,Kansas City Royals,10
1499,2019,Triples,Whit Merrifield,Kansas City Royals,10
1500,2020,Base on Balls,Carlos Santana,Cleveland Indians,47
1501,2020,Batting Average,DJ LeMahieu,New York Yankees,.364
1502,2020,Doubles,Cesar Hernandez,Cleveland Indians,20
1503,2020,Hits,Jose Abreu,Chicago White Sox,76
1504,2020,Home Runs,Luke Voit,New York Yankees,22
1505,2020,On Base Percentage,DJ LeMahieu,New York Yankees,.421
1506,2020,RBI,Jose Abreu,Chicago White Sox,60
1507,2020,Runs,Tim Anderson,Chicago White Sox,45
1508,2020,Runs,Jose Ramirez,Cleveland Indians,45
1509,2020,Slugging Average,Jose Abreu,Chicago White Sox,.617
1510,2020,Stolen Bases,Adalberto Mondesi,Kansas City Royals,24
1511,2020,Total Bases,Jose Abreu,Chicago White Sox,148
1512,2020,Triples,Kyle Tucker,Houston Astros,6
1513,2021,Base on Balls,Joey Gallo,Texas Rangers,111
1514,2021,Base on Balls,New York Yankees,Texas Rangers,111
1515,2021,Batting Average,Yuli Gurriel,Houston Astros,.319
1516,2021,Doubles,Jeimer Candelario,Detroit Tigers,42
1517,2021,Doubles,J.D. Martinez,Boston Red Sox,42
1518,2021,Doubles,Whit Merrifield,Kansas City Royals,42
1519,2021,Hits,Bo Bichette,Toronto Blue Jays,191
1520,2021,Home Runs,Vladimir Guerrero Jr.,Toronto Blue Jays,48
1521,2021,Home Runs,Salvador Perez,Kansas City Royals,48
1522,2021,On Base Percentage,Vladimir Guerrero Jr.,Toronto Blue Jays,.401
1523,2021,RBI,Salvador Perez,Kansas City Royals,121
1524,2021,Runs,Vladimir Guerrero Jr.,Toronto Blue Jays,123
1525,2021,Slugging Average,Vladimir Guerrero Jr.,Toronto Blue Jays,.601
1526,2021,Stolen Bases,Whit Merrifield,Kansas City Royals,40
1527,2021,Total Bases,Vladimir Guerrero Jr.,Toronto Blue Jays,363
1528,2021,Triples,Shohei Ohtani,Los Angeles Angels,8
1529,2022,Base on Balls,Aaron Judge,New York Yankees,111
1530,2022,Batting Average,Luis Arraez,Minnesota Twins,.316
1531,2022,Doubles,José Ramírez,Cleveland Guardians,44
1532,2022,Hits,Bo Bichette,Toronto Blue Jays,189
1533,2022,Home Runs,Aaron Judge,New York Yankees,62
1534,2022,On Base Percentage,Aaron Judge,New York Yankees,.425
1535,2022,RBI,Aaron Judge,New York Yankees,131
1536,2022,Runs,Aaron Judge,New York Yankees,133
1537,2022,Slugging Average,Aaron Judge,New York Yankees,.686
1538,2022,Stolen Bases,Jorge Mateo,Baltimore Orioles,35
1539,2022,Total Bases,Aaron Judge,New York Yankees,391
1540,2022,Triples,Amed Rosario,Cleveland Guardians,9
1541,2023,Base on Balls,J.P. Crawford,Seattle Mariners,94
1542,2023,Batting Average,Yandy Díaz,Tampa Bay Rays,.330
1543,2023,Doubles,Corey Seager,Texas Rangers,42
1544,2023,Hits,Marcus Semien,Texas Rangers,185
1545,2023,Home Runs,Shohei Ohtani,Los Angeles Angels,44
1546,2023,On Base Percentage,Shohei Ohtani,Los Angeles Angels,.412
1547,2023,RBI,Kyle Tucker,Houston Astros,112
1548,2023,Runs,Marcus Semien,Texas Rangers,122
1549,2023,Slugging Average,Shohei Ohtani,Los Angeles Angels,.654
1550,2023,Stolen Bases,Esteury Ruiz,Oakland Athletics,67
1551,2023,Total Bases,Shohei Ohtani,Los Angeles Angels,325
1552,2023,Triples,Bobby Witt Jr.,Kansas City Royals,11
1553,2024,Base on Balls,Aaron Judge,New York,133
1554,2024,Batting Average,Bobby Witt Jr.,Kansas City,.332
1555,2024,Doubles,Jarren Duran,Boston,48
1556,2024,Hits,Bobby Witt Jr.,Kansas City,211
1557,2024,Home Runs,Aaron Judge,New York,58
1558,2024,On Base Percentage,Aaron Judge,New York,.458
1559,2024,RBI,Aaron Judge,New York,144
1560,2024,Runs,Juan Soto,New York,128
1561,2024,Slugging Average,Aaron Judge,New York,.701
1562,2024,Stolen Bases,Jose Caballero,Tampa Bay,44
1563,2024,Total Bases,Aaron Judge,New York,392
1564,2024,Triples,Jarren Duran,Boston,14
1565,2025,Base on Balls,Aaron Judge,New York,124
1566,2025,Batting Average,Aaron Judge,New York,.331
1567,2025,Doubles,Bobby Witt Jr.,Kansas City,47
1568,2025,Hits,Bobby Witt Jr.,Kansas City,184
1569,2025,Home Runs,Cal Raleigh,Seattle,60
1570,2025,On Base Percentage,Aaron Judge,New York,.457
1571,2025,RBI,Cal Raleigh,Seattle,125
1572,2025,Runs,Aaron Judge,New York,137
1573,2025,Slugging Average,Aaron Judge,New York,.688
1574,2025,Stolen Bases,José Caballero,Tampa Bay (34),49
1575,2025,Stolen Bases,New York,Tampa Bay (34),49
1576,2025,Total Bases,Aaron Judge,New York,372
1577,2025,Triples,Jarren Duran,Boston,13
