,Year,Statistic,Name,Team,Value
0,1901,Base on Balls,Dummy Hoy,Chicago,86
1,1901,Batting Average,Nap Lajoie,Philadelphia,.426
2,1901,Doubles,Nap Lajoie,Philadelphia,48
3,1901,Hits,Nap Lajoie,Philadelphia,232
4,1901,Home Runs,Nap Lajoie,Philadelphia,14
5,1901,On Base Percentage,Nap Lajoie,Philadelphia,.463
6,1901,RBI,Nap Lajoie,Philadelphia,125
7,1901,Runs,Nap Lajoie,Philadelphia,145
8,1901,Slugging Average,Nap Lajoie,Philadelphia,.643
9,1901,Stolen Bases,Frank Isbell,Chicago,52
10,1901,Total Bases,Nap Lajoie,Philadelphia,350
11,1901,Triples,Bill Keister,Baltimore,21
12,1901,Triples,Jimmy Williams,Baltimore,21
13,1902,Base on Balls,Topsy Hartsel,Philadelphia,87
14,1902,Batting Average,Ed Delahanty,Washington,.376
15,1902,Doubles,Harry Davis,Philadelphia,43
16,1902,Doubles,Ed Delahanty,Washington,43
17,1902,Hits,Charlie Hickman,Boston,193
18,1902,Hits,Charlie Hickman,Cleveland,193
19,1902,Home Runs,Socks Seybold,Philadelphia,16
20,1902,On Base Percentage,Ed Delahanty,Washington,.453
21,1902,RBI,Buck Freeman,Boston,121
22,1902,Runs,Dave Fultz,Philadelphia,109
23,1902,Runs,Topsy Hartsel,Philadelphia,109
24,1902,Slugging Average,Ed Delahanty,Washington,.590
25,1902,Stolen Bases,Topsy Hartsel,Philadelphia,47
26,1902,Total Bases,Charlie Hickman,Boston,288
27,1902,Total Bases,Charlie Hickman,Cleveland,288
28,1902,Triples,Jimmy Williams,Baltimore,21
29,1903,Base on Balls,Jimmy Barrett,Detroit,74
30,1903,Batting Average,Nap Lajoie,Cleveland,.344
31,1903,Doubles,Socks Seybold,Philadelphia,45
32,1903,Hits,Patsy Dougherty,Boston,195
33,1903,Home Runs,Buck Freeman,Boston,13
34,1903,On Base Percentage,Jimmy Barrett,Detroit,.407
35,1903,RBI,Buck Freeman,Boston,104
36,1903,Runs,Patsy Dougherty,Boston,107
37,1903,Slugging Average,Nap Lajoie,Cleveland,.518
38,1903,Stolen Bases,Harry Bay,Cleveland,45
39,1903,Total Bases,Buck Freeman,Boston,281
40,1903,Triples,Sam Crawford,Detroit,25
41,1904,Base on Balls,Jimmy Barrett,Detroit,79
42,1904,Batting Average,Nap Lajoie,Cleveland,.376
43,1904,Doubles,Nap Lajoie,Cleveland,49
44,1904,Hits,Nap Lajoie,Cleveland,211
45,1904,Home Runs,Harry Davis,Philadelphia,10
46,1904,On Base Percentage,Nap Lajoie,Cleveland,.413
47,1904,RBI,Nap Lajoie,Cleveland,102
48,1904,Runs,Patsy Dougherty,Boston,113
49,1904,Runs,Patsy Dougherty,New York,113
50,1904,Slugging Average,Nap Lajoie,Cleveland,.552
51,1904,Stolen Bases,Harry Bay,Cleveland,38
52,1904,Stolen Bases,Elmer Flick,Cleveland,38
53,1904,Total Bases,Nap Lajoie,Cleveland,305
54,1904,Triples,Joe Cassidy,Washington,19
55,1904,Triples,Buck Freeman,Boston,19
56,1904,Triples,Chick Stahl,Boston,19
57,1905,Base on Balls,Topsy Hartsel,Philadelphia,121
58,1905,Batting Average,Elmer Flick,Cleveland,.308
59,1905,Doubles,Harry Davis,Philadelphia,47
60,1905,Hits,George Stone,St. Louis,187
61,1905,Home Runs,Harry Davis,Philadelphia,8
62,1905,On Base Percentage,Topsy Hartsel,Philadelphia,.409
63,1905,RBI,Harry Davis,Philadelphia,83
64,1905,Runs,Harry Davis,Philadelphia,93
65,1905,Slugging Average,Elmer Flick,Cleveland,.462
66,1905,Stolen Bases,Danny Hoffman,Philadelphia,46
67,1905,Total Bases,George Stone,St. Louis,259
68,1905,Triples,Elmer Flick,Cleveland,18
69,1906,Base on Balls,Topsy Hartsel,Philadelphia,88
70,1906,Batting Average,George Stone,St. Louis,.358
71,1906,Doubles,Nap Lajoie,Cleveland,48
72,1906,Hits,Nap Lajoie,Cleveland,214
73,1906,Home Runs,Harry Davis,Philadelphia,12
74,1906,On Base Percentage,George Stone,St. Louis,.417
75,1906,RBI,Harry Davis,Philadelphia,96
76,1906,Runs,Elmer Flick,Cleveland,98
77,1906,Slugging Average,George Stone,St. Louis,.501
78,1906,Stolen Bases,John Anderson,Washington,39
79,1906,Stolen Bases,Elmer Flick,Cleveland,39
80,1906,Total Bases,George Stone,St. Louis,291
81,1906,Triples,Elmer Flick,Cleveland,22
82,1907,Base on Balls,Topsy Hartsel,Philadelphia,106
83,1907,Batting Average,Ty Cobb,Detroit,.350
84,1907,Doubles,Harry Davis,Philadelphia,35
85,1907,Hits,Ty Cobb,Detroit,212
86,1907,Home Runs,Harry Davis,Philadelphia,8
87,1907,On Base Percentage,Topsy Hartsel,Philadelphia,.405
88,1907,RBI,Ty Cobb,Detroit,119
89,1907,Runs,Sam Crawford,Detroit,102
90,1907,Slugging Average,Ty Cobb,Detroit,.468
91,1907,Stolen Bases,Ty Cobb,Detroit,49
92,1907,Total Bases,Ty Cobb,Detroit,283
93,1907,Triples,Elmer Flick,Cleveland,18
94,1908,Base on Balls,Topsy Hartsel,Philadelphia,93
95,1908,Batting Average,Ty Cobb,Detroit,.324
96,1908,Doubles,Ty Cobb,Detroit,36
97,1908,Hits,Ty Cobb,Detroit,188
98,1908,Home Runs,Sam Crawford,Detroit,7
99,1908,On Base Percentage,Doc Gessler,Boston,.394
100,1908,RBI,Ty Cobb,Detroit,108
101,1908,Runs,Matty McIntyre,Detroit,105
102,1908,Slugging Average,Ty Cobb,Detroit,.476
103,1908,Stolen Bases,Patsy Dougherty,Chicago,47
104,1908,Total Bases,Ty Cobb,Detroit,276
105,1908,Triples,Ty Cobb,Detroit,20
106,1909,Base on Balls,Donie Bush,Detroit,88
107,1909,Batting Average,Ty Cobb,Detroit,.377
108,1909,Doubles,Sam Crawford,Detroit,35
109,1909,Hits,Ty Cobb,Detroit,216
110,1909,Home Runs,Ty Cobb,Detroit,9
111,1909,On Base Percentage,Ty Cobb,Detroit,.431
112,1909,RBI,Ty Cobb,Detroit,107
113,1909,Runs,Ty Cobb,Detroit,116
114,1909,Slugging Average,Ty Cobb,Detroit,.517
115,1909,Stolen Bases,Ty Cobb,Detroit,76
116,1909,Total Bases,Ty Cobb,Detroit,296
117,1909,Triples,Frank Baker,Philadelphia,19
118,1910,Base on Balls,Donie Bush,Detroit,78
119,1910,Batting Average *,Nap Lajoie,Detroit,.384
120,1910,Doubles,Nap Lajoie,Cleveland,51
121,1910,Hits,Nap Lajoie,Cleveland,227
122,1910,Home Runs,Jake Stahl,Boston,10
123,1910,On Base Percentage,Ty Cobb,Detroit,.455
124,1910,RBI,Sam Crawford,Detroit,120
125,1910,Runs,Ty Cobb,Detroit,106
126,1910,Slugging Average,Ty Cobb,Detroit,.549
127,1910,Stolen Bases,Eddie Collins,Philadelphia,81
128,1910,Total Bases,Nap Lajoie,Cleveland,304
129,1910,Triples,Sam Crawford,Detroit,19
130,1911,Base on Balls,Donie Bush,Detroit,98
131,1911,Batting Average,Ty Cobb,Detroit,.419
132,1911,Doubles,Ty Cobb,Detroit,47
133,1911,Hits,Ty Cobb,Detroit,248
134,1911,Home Runs,Frank Baker,Philadelphia,11
135,1911,On Base Percentage,Joe Jackson,Cleveland,.468
136,1911,RBI,Ty Cobb,Detroit,127
137,1911,Runs,Ty Cobb,Detroit,147
138,1911,Slugging Average,Ty Cobb,Detroit,.620
139,1911,Stolen Bases,Ty Cobb,Detroit,83
140,1911,Total Bases,Ty Cobb,Detroit,367
141,1911,Triples,Ty Cobb,Detroit,24
142,1912,Base on Balls,Donie Bush,Detroit,117
143,1912,Batting Average,Ty Cobb,Detroit,.409
144,1912,Doubles,Tris Speaker,Boston,53
145,1912,Hits,Ty Cobb,Detroit,226
146,1912,Hits,Joe Jackson,Cleveland,226
147,1912,Home Runs,Frank Baker,Philadelphia,10
148,1912,Home Runs,Tris Speaker,Boston,10
149,1912,On Base Percentage,Tris Speaker,Boston,.464
150,1912,RBI,Frank Baker,Philadelphia,130
151,1912,Runs,Eddie Collins,Philadelphia,137
152,1912,Slugging Average,Ty Cobb,Detroit,.584
153,1912,Stolen Bases,Clyde Milan,Washington,88
154,1912,Total Bases,Joe Jackson,Cleveland,331
155,1912,Triples,Joe Jackson,Cleveland,26
156,1913,Base on Balls,Burt Shotton,St. Louis,99
157,1913,Batting Average,Ty Cobb,Detroit,.389
158,1913,Doubles,Joe Jackson,Cleveland,39
159,1913,Hits,Joe Jackson,Cleveland,197
160,1913,Home Runs,Frank Baker,Philadelphia,12
161,1913,On Base Percentage,Ty Cobb,Detroit,.466
162,1913,RBI,Frank Baker,Philadelphia,117
163,1913,Runs,Eddie Collins,Philadelphia,125
164,1913,Slugging Average,Joe Jackson,Cleveland,.551
165,1913,Stolen Bases,Clyde Milan,Washington,75
166,1913,Total Bases,Sam Crawford,Detroit,298
167,1913,Triples,Sam Crawford,Detroit,23
168,1914,Base on Balls,Donie Bush,Detroit,112
169,1914,Batting Average,Ty Cobb *,Detroit,.368
170,1914,Doubles,Tris Speaker,Boston,46
171,1914,Hits,Tris Speaker,Boston,193
172,1914,Home Runs,Frank Baker,Philadelphia,9
173,1914,On Base Percentage,Eddie Collins,Philadelphia,.452
174,1914,RBI,Sam Crawford,Detroit,104
175,1914,Runs,Eddie Collins,Philadelphia,122
176,1914,Slugging Average,Tris Speaker,Boston,.503
177,1914,Stolen Bases,Fritz Maisel,New York,74
178,1914,Total Bases,Tris Speaker,Boston,287
179,1914,Triples,Sam Crawford,Detroit,26
180,1915,Base on Balls,Eddie Collins,Chicago,119
181,1915,Batting Average,Ty Cobb,Detroit,.369
182,1915,Doubles,Bobby Veach,Detroit,40
183,1915,Hits,Ty Cobb,Detroit,208
184,1915,Home Runs,Braggo Roth,Chicago,7
185,1915,Home Runs,Braggo Roth,Cleveland,7
186,1915,On Base Percentage,Ty Cobb,Detroit,.486
187,1915,RBI,Sam Crawford,Detroit,112
188,1915,RBI,Bobby Veach,Detroit,112
189,1915,Runs,Ty Cobb,Detroit,144
190,1915,Slugging Average,Jack Fournier,Chicago,.491
191,1915,Stolen Bases,Ty Cobb,Detroit,96
192,1915,Total Bases,Ty Cobb,Detroit,274
193,1915,Triples,Sam Crawford,Detroit,19
194,1916,Base on Balls,Burt Shotton,St. Louis,110
195,1916,Batting Average,Tris Speaker,Cleveland,.386
196,1916,Doubles,Jack Graney,Cleveland,41
197,1916,Doubles,Tris Speaker,Cleveland,41
198,1916,Hits,Tris Speaker,Cleveland,211
199,1916,Home Runs,Wally Pipp,New York,12
200,1916,On Base Percentage,Tris Speaker,Cleveland,.470
201,1916,RBI,Del Pratt,St. Louis,103
202,1916,Runs,Ty Cobb,Detroit,113
203,1916,Slugging Average,Tris Speaker,Cleveland,.502
204,1916,Stolen Bases,Ty Cobb,Detroit,68
205,1916,Total Bases,Joe Jackson,Chicago,293
206,1916,Triples,Joe Jackson,Chicago,21
207,1917,Base on Balls,Jack Graney,Cleveland,94
208,1917,Batting Average,Ty Cobb,Detroit,.383
209,1917,Doubles,Ty Cobb,Detroit,44
210,1917,Hits,Ty Cobb,Detroit,225
211,1917,Home Runs,Wally Pipp,New York,9
212,1917,On Base Percentage,Ty Cobb,Detroit,.444
213,1917,RBI,Bobby Veach,Detroit,103
214,1917,Runs,Donie Bush,Detroit,112
215,1917,Slugging Average,Ty Cobb,Detroit,.570
216,1917,Stolen Bases,Ty Cobb,Detroit,55
217,1917,Total Bases,Ty Cobb,Detroit,335
218,1917,Triples,Ty Cobb,Detroit,24
219,1918,Base on Balls,Ray Chapman,Cleveland,84
220,1918,Batting Average,Ty Cobb,Detroit,.382
221,1918,Doubles,Tris Speaker,Cleveland,33
222,1918,Hits,George Burns,Philadelphia,178
223,1918,Home Runs,Babe Ruth,Boston,11
224,1918,Home Runs,Tilly Walker,Philadelphia,11
225,1918,On Base Percentage,Ty Cobb,Detroit,.440
226,1918,RBI,Bobby Veach,Detroit,78
227,1918,Runs,Ray Chapman,Cleveland,84
228,1918,Slugging Average,Babe Ruth,Boston,.555
229,1918,Stolen Bases,George Sisler,St. Louis,45
230,1918,Total Bases,George Burns,Philadelphia,236
231,1918,Triples,Ty Cobb,Detroit,14
232,1919,Base on Balls,Jack Graney,Cleveland,105
233,1919,Batting Average,Ty Cobb,Detroit,.384
234,1919,Doubles,Bobby Veach,Detroit,45
235,1919,Hits,Ty Cobb,Detroit,191
236,1919,Hits,Bobby Veach,Detroit,191
237,1919,Home Runs,Babe Ruth,Boston,29
238,1919,On Base Percentage,Babe Ruth,Boston,.456
239,1919,RBI,Babe Ruth,Boston,114
240,1919,Runs,Babe Ruth,Boston,103
241,1919,Slugging Average,Babe Ruth,Boston,.657
242,1919,Stolen Bases,Eddie Collins,Chicago,33
243,1919,Total Bases,Babe Ruth,Boston,284
244,1919,Triples,Bobby Veach,Detroit,17
245,1920,Base on Balls,Babe Ruth,New York,150
246,1920,Batting Average,George Sisler,St. Louis,.407
247,1920,Doubles,Tris Speaker,Cleveland,50
248,1920,Hits,George Sisler,St. Louis,257
249,1920,Home Runs,Babe Ruth,New York,54
250,1920,On Base Percentage,Babe Ruth,New York,.532
251,1920,RBI,Babe Ruth,New York,137
252,1920,Runs,Babe Ruth,New York,158
253,1920,Slugging Average,Babe Ruth,New York,.847
254,1920,Stolen Bases,Sam Rice,Washington,63
255,1920,Total Bases,George Sisler,St. Louis,399
256,1920,Triples,Joe Jackson,Chicago,20
257,1921,Base on Balls,Babe Ruth,New York,145
258,1921,Batting Average,Harry Heilmann,Detroit,.394
259,1921,Doubles,Tris Speaker,Cleveland,52
260,1921,Hits,Harry Heilmann,Detroit,237
261,1921,Home Runs,Babe Ruth,New York,59
262,1921,On Base Percentage,Babe Ruth,New York,.512
263,1921,RBI,Babe Ruth,New York,171
264,1921,Runs,Babe Ruth,New York,177
265,1921,Slugging Average,Babe Ruth,New York,.846
266,1921,Stolen Bases,George Sisler,St. Louis,35
267,1921,Total Bases,Babe Ruth,New York,457
268,1921,Triples,Howie Shanks,Washington,18
269,1921,Triples,George Sisler,St. Louis,18
270,1921,Triples,Jack Tobin,St. Louis,18
271,1922,Base on Balls,Whitey Witt,New York,89
272,1922,Batting Average,George Sisler,St. Louis,.420
273,1922,Doubles,Tris Speaker,Cleveland,48
274,1922,Hits,George Sisler,St. Louis,246
275,1922,Home Runs,Ken Williams,St. Louis,39
276,1922,On Base Percentage,Tris Speaker,Cleveland,.474
277,1922,RBI,Ken Williams,St. Louis,155
278,1922,Runs,George Sisler,St. Louis,134
279,1922,Slugging Average,Babe Ruth,New York,.672
280,1922,Stolen Bases,George Sisler,St. Louis,51
281,1922,Total Bases,Ken Williams,St. Louis,367
282,1922,Triples,George Sisler,St. Louis,18
283,1923,Base on Balls,Babe Ruth,New York,170
284,1923,Batting Average,Harry Heilmann,Detroit,.403
285,1923,Doubles,Tris Speaker,Cleveland,59
286,1923,Hits,Charlie Jamieson,Cleveland,222
287,1923,Home Runs,Babe Ruth,New York,41
288,1923,On Base Percentage,Babe Ruth,New York,.545
289,1923,RBI,Babe Ruth,New York,131
290,1923,Runs,Babe Ruth,New York,151
291,1923,Slugging Average,Babe Ruth,New York,.764
292,1923,Stolen Bases,Eddie Collins,Chicago,48
293,1923,Total Bases,Babe Ruth,New York,399
294,1923,Triples,Goose Goslin,Washington,18
295,1924,Base on Balls,Babe Ruth,New York,142
296,1924,Batting Average,Babe Ruth,New York,.378
297,1924,Doubles,Harry Heilmann,Detroit,45
298,1924,Doubles,Joe Sewell,Cleveland,45
299,1924,Hits,Sam Rice,Washington,216
300,1924,Home Runs,Babe Ruth,New York,46
301,1924,On Base Percentage,Babe Ruth,New York,.513
302,1924,RBI,Goose Goslin,Washington,129
303,1924,Runs,Babe Ruth,New York,143
304,1924,Slugging Average,Babe Ruth,New York,.739
305,1924,Stolen Bases,Eddie Collins,Chicago,42
306,1924,Total Bases,Babe Ruth,New York,391
307,1925,Base on Balls,Willie Kamm,Chicago,90
308,1925,Base on Balls,Johnny Mostil,Chicago,90
309,1925,Batting Average,Harry Heilmann,Detroit,.393
310,1925,Doubles,Marty McManus,St. Louis,44
311,1925,Hits,Al Simmons,Philadelphia,253
312,1925,Home Runs,Bob Meusel,New York,33
313,1925,On Base Percentage,Tris Speaker,Cleveland,.479
314,1925,RBI,Bob Meusel,New York,138
315,1925,Runs,Johnny Mostil,Chicago,135
316,1925,Slugging Average,Ken Williams,St. Louis,.613
317,1925,Stolen Bases,Johnny Mostil,Chicago,43
318,1925,Total Bases,Al Simmons,Philadelphia,392
319,1926,Base on Balls,Babe Ruth,New York,144
320,1926,Batting Average,Heinie Manush,Detroit,.378
321,1926,Doubles,George Burns,Cleveland,64
322,1926,Hits,Sam Rice,Washington,216
323,1926,Home Runs,Babe Ruth,New York,47
324,1926,On Base Percentage,Babe Ruth,New York,.516
325,1926,RBI,Babe Ruth,New York,146
326,1926,Runs,Babe Ruth,New York,139
327,1926,Slugging Average,Babe Ruth,New York,.737
328,1926,Stolen Bases,Johnny Mostil,Chicago,35
329,1926,Total Bases,Babe Ruth,New York,365
330,1927,Base on Balls,Babe Ruth,New York,137
331,1927,Batting Average,Harry Heilmann,Detroit,.398
332,1927,Doubles,Lou Gehrig,New York,52
333,1927,Hits,Earle Combs,New York,231
334,1927,Home Runs,Babe Ruth,New York,60
335,1927,On Base Percentage,Babe Ruth,New York,.486
336,1927,RBI,Lou Gehrig,New York,175
337,1927,Runs,Babe Ruth,New York,158
338,1927,Slugging Average,Babe Ruth,New York,.772
339,1927,Stolen Bases,George Sisler,St. Louis,27
340,1927,Total Bases,Lou Gehrig,New York,447
341,1927,Triples,Earle Combs,New York,23
342,1928,Base on Balls,Babe Ruth,New York,137
343,1928,Batting Average,Goose Goslin,Washington,.379
344,1928,Doubles,Lou Gehrig,New York,47
345,1928,Doubles,Henie Manush,St. Louis,47
346,1928,Hits,Henie Manush,St. Louis,241
347,1928,Home Runs,Babe Ruth,New York,54
348,1928,On Base Percentage,Lou Gehrig,New York,.467
349,1928,RBI,Lou Gehrig,New York,142
350,1928,RBI,Babe Ruth,New York,142
351,1928,Runs,Babe Ruth,New York,163
352,1928,Slugging Average,Babe Ruth,New York,.709
353,1928,Stolen Bases,Buddy Myer,Boston,30
354,1928,Total Bases,Babe Ruth,New York,380
355,1929,Base on Balls,Max Bishop,Philadelphia,128
356,1929,Batting Average,Lew Fonseca,Cleveland,.369
357,1929,Doubles,Charlie Gehringer,Detroit,45
358,1929,Doubles,Roy Johnson,Detroit,45
359,1929,Doubles,Henie Manush,St. Louis,45
360,1929,Hits,Dale Alexander,Detroit,215
361,1929,Hits,Charlie Gehringer,Detroit,215
362,1929,Home Runs,Babe Ruth,New York,46
363,1929,On Base Percentage,Jimmie Foxx,Philadelphia,.463
364,1929,RBI,Al Simmons,Philadelphia,157
365,1929,Runs,Charlie Gehringer,Detroit,131
366,1929,Slugging Average,Babe Ruth,New York,.697
367,1929,Stolen Bases,Charlie Gehringer,Detroit,27
368,1929,Total Bases,Al Simmons,Philadelphia,373
369,1930,Base on Balls,Babe Ruth,New York,136
370,1930,Batting Average,Al Simmons,Philadelphia,.381
371,1930,Doubles,Johnny Hodapp,Cleveland,51
372,1930,Hits,Johnny Hodapp,Cleveland,225
373,1930,Home Runs,Babe Ruth,New York,49
374,1930,On Base Percentage,Babe Ruth,New York,.493
375,1930,RBI,Lou Gehrig,New York,174
376,1930,Runs,Al Simmons,Philadelphia,152
377,1930,Slugging Average,Babe Ruth,New York,.732
378,1930,Stolen Bases,Marty McManus,Detroit,23
379,1930,Total Bases,Lou Gehrig,New York,419
380,1931,Base on Balls,Babe Ruth,New York,128
381,1931,Batting Average,Al Simmons,Philadelphia,.390
382,1931,Doubles,Earl Webb,Boston,67
383,1931,Hits,Lou Gehrig,New York,211
384,1931,Home Runs,Lou Gehrig,New York,46
385,1931,Home Runs,Babe Ruth,New York,46
386,1931,On Base Percentage,Babe Ruth,New York,.495
387,1931,RBI,Lou Gehrig,New York,184
388,1931,Runs,Lou Gehrig,New York,163
389,1931,Slugging Average,Babe Ruth,New York,.700
390,1931,Stolen Bases,Ben Chapman,New York,61
391,1931,Total Bases,Lou Gehrig,New York,410
392,1932,Base on Balls,Babe Ruth,New York,130
393,1932,Batting Average,Dale Alexander *,Detroit,.367
394,1932,Batting Average,Dale Alexander *,Boston,.367
395,1932,Batting Average,Dale Alexander *,* NOT on Top 25 List — Had Fewer Than 400 ABs,.367
396,1932,Doubles,Eric McNair,Philadelphia,47
397,1932,Hits,Al Simmons,Philadelphia,216
398,1932,Home Runs,Jimmie Foxx,Philadelphia,58
399,1932,On Base Percentage,Babe Ruth,New York,.489
400,1932,RBI,Jimmie Foxx,Philadelphia,169
401,1932,Runs,Jimmie Foxx,Philadelphia,151
402,1932,Slugging Average,Jimmie Foxx,Philadelphia,.749
403,1932,Stolen Bases,Ben Chapman,New York,38
404,1932,Total Bases,Jimmie Foxx,Philadelphia,438
405,1932,Triples,Joe Cronin,Washington,18
406,1933,Base on Balls,Babe Ruth,New York,114
407,1933,Batting Average,Jimmie Foxx,Philadelphia,.356
408,1933,Doubles,Joe Cronin,Washington,45
409,1933,Hits,Heinie Manush,Washington,221
410,1933,Home Runs,Jimmie Foxx,Philadelphia,48
411,1933,On Base Percentage,Mickey Cochrane,Philadelphia,.459
412,1933,RBI,Jimmie Foxx,Philadelphia,163
413,1933,Runs,Lou Gehrig,New York,138
414,1933,Slugging Average,Jimmie Foxx,Philadelphia,.703
415,1933,Stolen Bases,Ben Chapman,New York,27
416,1933,Total Bases,Jimmie Foxx,Philadelphia,403
417,1934,Base on Balls,Jimmie Foxx,Philadelphia,111
418,1934,Batting Average,Lou Gehrig,New York,.363
419,1934,Doubles,Hank Greenberg,Detroit,63
420,1934,Hits,Charlie Gehringer,Detroit,214
421,1934,Home Runs,Lou Gehrig,New York,44
422,1934,On Base Percentage,Lou Gehrig,New York,.465
423,1934,RBI,Lou Gehrig,New York,165
424,1934,Runs,Charlie Gehringer,Detroit,134
425,1934,Slugging Average,Lou Gehrig,New York,.706
426,1934,Stolen Bases,Billy Werber,Boston,40
427,1934,Total Bases,Lou Gehrig,New York,409
428,1935,Base on Balls,Lou Gehrig,New York,132
429,1935,Batting Average,Buddy Myer,Washington,.349
430,1935,Doubles,Joe Vosmik,Cleveland,47
431,1935,Hits,Joe Vosmik,Cleveland,216
432,1935,Home Runs,Jimmie Foxx,Philadelphia,36
433,1935,Home Runs,Hank Greenberg,Detroit,36
434,1935,On Base Percentage,Lou Gehrig,New York,.466
435,1935,RBI,Hank Greenberg,Detroit,170
436,1935,Runs,Lou Gehrig,New York,125
437,1935,Slugging Average,Jimmie Foxx,Philadelphia,.636
438,1935,Stolen Bases,Billy Werber,Boston,29
439,1935,Total Bases,Hank Greenberg,Detroit,389
440,1935,Triples,Joe Vosmik,Cleveland,20
441,1936,Base on Balls,Lou Gehrig,New York,130
442,1936,Batting Average,Luke Appling,Chicago,.388
443,1936,Doubles,Charlie Gehringer,Detroit,60
444,1936,Hits,Earl Averill,Cleveland,232
445,1936,Home Runs,Lou Gehrig,New York,49
446,1936,On Base Percentage,Lou Gehrig,New York,.478
447,1936,RBI,Hal Trosky,Cleveland,162
448,1936,Runs,Lou Gehrig,New York,167
449,1936,Slugging Average,Lou Gehrig,New York,.696
450,1936,Stolen Bases,Lyn Lary,St. Louis,37
451,1936,Total Bases,Hal Trosky,Cleveland,405
452,1936,Triples,Earl Averill,Cleveland,18
453,1936,Triples,Joe DiMaggio,New York,18
454,1936,Triples,Red Rolfe,New York,18
455,1937,Base on Balls,Lou Gehrig,New York,127
456,1937,Batting Average,Charlie Gehringer,Detroit,.371
457,1937,Doubles,Beau Bell,St. Louis,51
458,1937,Hits,Beau Bell,St. Louis,218
459,1937,Home Runs,Joe DiMaggio,New York,46
460,1937,On Base Percentage,Lou Gehrig,New York,.473
461,1937,RBI,Hank Greenberg,Detroit,183
462,1937,Runs,Joe DiMaggio,New York,151
463,1937,Slugging Average,Joe DiMaggio,New York,.673
464,1937,Stolen Bases,Ben Chapman,Washington,35
465,1937,Stolen Bases,Ben Chapman,Boston,35
466,1937,Stolen Bases,Billy Werber,Philadelphia,35
467,1937,Total Bases,Joe DiMaggio,New York,418
468,1937,Triples,Mike Kreevich,Chicago,16
469,1938,Base on Balls,Jimmie Foxx,Boston,119
470,1938,Base on Balls,Hank Greenberg,Detroit,119
471,1938,Batting Average,Jimmie Foxx,Boston,.349
472,1938,Doubles,Joe Cronin,Boston,51
473,1938,Hits,Joe Vosmik,Boston,201
474,1938,Home Runs,Hank Greenberg,Detroit,58
475,1938,On Base Percentage,Jimmie Foxx,Boston,.462
476,1938,RBI,Jimmie Foxx,Boston,175
477,1938,Runs,Hank Greenberg,Detroit,144
478,1938,Slugging Average,Jimmie Foxx,Boston,.704
479,1938,Stolen Bases,Frankie Crosetti,New York,27
480,1938,Total Bases,Jimmie Foxx,Boston,398
481,1939,Base on Balls,Harlond Clift,St. Louis,111
482,1939,Batting Average,Joe DiMaggio,New York,.381
483,1939,Doubles,Red Rolfe,New York,46
484,1939,Hits,Red Rolfe,New York,213
485,1939,Home Runs,Jimmie Foxx,Boston,35
486,1939,On Base Percentage,Jimmie Foxx,Boston,.464
487,1939,RBI,Ted Williams,Boston,145
488,1939,Runs,Red Rolfe,New York,139
489,1939,Slugging Average,Jimmie Foxx,Boston,.694
490,1939,Stolen Bases,George Case,Washington,51
491,1939,Total Bases,Ted Williams,Boston,344
492,1940,Base on Balls,Charlie Keller,New York,106
493,1940,Batting Average,Joe DiMaggio,New York,.352
494,1940,Doubles,Hank Greenberg,Detroit,50
495,1940,Hits,Doc Cramer,Boston,200
496,1940,Hits,Barney McCosky,Detroit,200
497,1940,Hits,Rip Radcliff,St. Louis,200
498,1940,Home Runs,Hank Greenberg,Detroit,41
499,1940,On Base Percentage,Ted Williams,Boston,.442
500,1940,RBI,Hank Greenberg,Detroit,150
501,1940,Runs,Ted Williams,Boston,134
502,1940,Slugging Average,Hank Greenberg,Detroit,.670
503,1940,Stolen Bases,George Case,Washington,35
504,1940,Total Bases,Hank Greenberg,Detroit,384
505,1941,Base on Balls,Ted Williams,Boston,147
506,1941,Batting Average,Ted Williams,Boston,.406
507,1941,Doubles,Lou Boudreau,Cleveland,45
508,1941,Hits,Cecil Travis,Washington,218
509,1941,Home Runs,Ted Williams,Boston,37
510,1941,On Base Percentage,Ted Williams,Boston,.551
511,1941,RBI,Joe DiMaggio,New York,125
512,1941,Runs,Ted Williams,Boston,135
513,1941,Slugging Average,Ted Williams,Boston,.735
514,1941,Stolen Bases,George Case,Washington,33
515,1941,Total Bases,Joe DiMaggio,New York,348
516,1941,Triples,Jeff Heath,Cleveland,20
517,1942,Base on Balls,Ted Williams,Boston,145
518,1942,Batting Average,Ted Williams,Boston,.356
519,1942,Doubles,Don Kolloway,Chicago,40
520,1942,Hits,Johnny Pesky,Boston,205
521,1942,Home Runs,Ted Williams,Boston,36
522,1942,On Base Percentage,Ted Williams,Boston,.499
523,1942,RBI,Ted Williams,Boston,137
524,1942,Runs,Ted Williams,Boston,141
525,1942,Slugging Average,Ted Williams,Boston,.648
526,1942,Stolen Bases,George Case,Washington,44
527,1942,Total Bases,Ted Williams,Boston,338
528,1942,Triples,Stan Spence,Washington,15
529,1943,Base on Balls,Charlie Keller,New York,106
530,1943,Batting Average,Luke Appling,Chicago,.328
531,1943,Doubles,Dick Wakefield,Detroit,38
532,1943,Hits,Dick Wakefield,Detroit,200
533,1943,Home Runs,Rudy York,Detroit,34
534,1943,On Base Percentage,Luke Appling,Chicago,.419
535,1943,RBI,Rudy York,Detroit,118
536,1943,Runs,George Case,Washington,102
